,,date_time,week,type,sales_rep,number_of_sales,gross_sales,number_of_estimates,estimates_processed
272,272,2021-01-07 16:44:00,2,Cash Sale,"Germanotta, Stefani",1,8.754086320778807,0,0
273,273,2021-01-07 16:46:00,2,Estimate,"Germanotta, Stefani",0,328.36081115346974,1,0
274,274,2021-01-07 16:50:00,2,Estimate,"Germanotta, Stefani",0,1570.3971005619726,1,0
275,275,2021-01-07 16:59:00,2,Estimate,"Germanotta, Stefani",0,896.0259322335314,1,1
276,276,2021-01-07 17:06:00,2,Cash Sale,"Bolton, Michael",1,146.65464269381079,0,0
277,277,2021-01-07 17:35:00,2,Customer Invoice,"Bolton, Michael",1,1833.3659606308454,0,0
278,278,2021-01-08 9:51:00,2,Customer Invoice,"Lumbergh, Bill",1,263.85070069791203,0,0
279,279,2021-01-08 10:57:00,2,Customer Invoice,"Cyrus, Mylie",1,406.46928484524744,0,0
280,280,2021-01-08 11:30:00,2,Estimate,"Lumbergh, Bill",0,1569.7987839800721,1,0
281,281,2021-01-08 11:44:00,2,Estimate,"Bateman, Patrick",0,5943.579667924612,1,1
282,282,2021-01-08 11:46:00,2,Customer Invoice,"Bateman, Patrick",1,2703.554639234861,0,0
283,283,2021-01-08 11:47:00,2,Estimate,"Lumbergh, Bill",0,522.8615186113794,1,1
284,284,2021-01-08 11:51:00,2,Customer Invoice,"Lumbergh, Bill",1,541.0528217258469,0,0
285,285,2021-01-08 12:33:00,2,Estimate,"Bateman, Patrick",0,1093.669010150885,1,0
286,286,2021-01-08 12:36:00,2,Estimate,"Lumbergh, Bill",0,5202.608506486185,1,1
287,287,2021-01-08 12:38:00,2,Customer Invoice,"Bateman, Patrick",1,5002.649148789194,0,0
288,288,2021-01-08 12:38:00,2,Customer Invoice,"Lumbergh, Bill",1,5291.507167117098,0,0
289,289,2021-01-08 12:46:00,2,Customer Invoice,"Cyrus, Mylie",1,58.11028790793081,0,0
290,290,2021-01-08 13:09:00,2,Customer Invoice,"Cyrus, Mylie",1,1726.6184886504604,0,0
291,291,2021-01-08 13:52:00,2,Customer Invoice,"Cyrus, Mylie",1,5606.172443562043,0,0
292,292,2021-01-08 14:03:00,2,Customer Invoice,"Cyrus, Mylie",1,346.3620870820091,0,0
293,293,2021-01-08 14:42:00,2,Customer Invoice,"Cyrus, Mylie",1,1121.7637354344865,0,0
294,294,2021-01-08 14:59:00,2,Customer Invoice,"Lumbergh, Bill",1,5631.62710892553,0,0
295,295,2021-01-08 15:01:00,2,Customer Invoice,"Cyrus, Mylie",1,211.23139934832608,0,0
296,296,2021-01-08 15:21:00,2,Customer Invoice,"Cyrus, Mylie",1,415.3871064419659,0,0
297,297,2021-01-08 15:55:00,2,Estimate,"Cyrus, Mylie",0,4165.2186671007485,1,0
298,298,2021-01-08 16:06:00,2,Estimate,"Lumbergh, Bill",0,1492.9452503038171,1,1
299,299,2021-01-08 16:09:00,2,Customer Invoice,"Lumbergh, Bill",1,1504.911825063533,0,0
300,300,2021-01-08 16:13:00,2,Estimate,"Lumbergh, Bill",0,1148.064522355976,1,0
301,301,2021-01-08 16:20:00,2,Estimate,"Bolton, Michael",0,399.88516230092745,1,1
302,302,2021-01-08 16:28:00,2,Customer Invoice,"Cyrus, Mylie",1,372.12230416869176,0,0
303,303,2021-01-08 16:50:00,2,Customer Invoice,"Cyrus, Mylie",1,716.1215562521339,0,0
304,304,2021-01-08 16:55:00,2,Customer Invoice,"Bolton, Michael",1,362.2576099254755,0,0
305,305,2021-01-08 17:28:00,2,Estimate,"Cyrus, Mylie",0,186.43145642876945,1,1
306,306,2021-01-08 18:56:00,2,Estimate,"Bateman, Patrick",0,2276.574786877841,1,0
307,307,2021-01-08 20:58:00,2,Customer Invoice,"Bateman, Patrick",1,108.10852603581661,0,0
308,308,2021-01-09 8:00:00,2,Estimate,"Germanotta, Stefani",0,52.76089233975915,1,0
309,309,2021-01-09 8:28:00,2,Customer Invoice,"Germanotta, Stefani",1,452.2154931273381,0,0
310,310,2021-01-09 8:28:00,2,Estimate,"Bateman, Patrick",0,1858.9762643633183,1,1
311,311,2021-01-09 8:36:00,2,Estimate,"Bateman, Patrick",0,1596.956992349589,1,0
312,312,2021-01-09 9:51:00,2,Customer Invoice,"Bateman, Patrick",1,1932.963824890616,0,0
313,313,2021-01-09 10:06:00,2,Estimate,"Bolton, Michael",0,640.3982754740751,1,1
314,314,2021-01-09 11:23:00,2,Estimate,"Simone, Nina",0,198.45925391918504,1,0
315,315,2021-01-09 11:31:00,2,Customer Invoice,"Simone, Nina",1,942.680966357575,0,0
316,316,2021-01-09 11:41:00,2,Customer Invoice,"Cyrus, Mylie",1,756.8177952528615,0,0
317,317,2021-01-09 12:31:00,2,Customer Invoice,"Cyrus, Mylie",1,1264.9790992318592,0,0
318,318,2021-01-09 13:10:00,2,Estimate,"Portwood, Dom",0,399.27871257494365,1,1
319,319,2021-01-09 13:24:00,2,Customer Invoice,"Incandenza, Hal",1,340.0333849703255,0,0
320,320,2021-01-09 13:33:00,2,Customer Invoice,"Portwood, Dom",1,347.9031424574511,0,0
321,321,2021-01-09 13:52:00,2,Estimate,"Portwood, Dom",0,29.270807797050253,1,1
322,322,2021-01-09 13:52:00,2,Customer Invoice,"Portwood, Dom",1,39.031689073812565,0,0
323,323,2021-01-09 14:30:00,2,Customer Invoice,"Cyrus, Mylie",1,406.19469721553065,0,0
324,324,2021-01-09 14:44:00,2,Customer Invoice,"Germanotta, Stefani",1,612.6341341818188,0,0
325,325,2021-01-09 14:49:00,2,Estimate,"Simone, Nina",0,3308.208170379036,1,0
326,326,2021-01-09 15:23:00,2,Estimate,"Simone, Nina",0,12957.067641068446,1,1
327,327,2021-01-09 15:26:00,2,Customer Invoice,"Bolton, Michael",1,527.3381346346754,0,0
328,328,2021-01-09 15:42:00,2,Estimate,"Portwood, Dom",0,4120.774445053248,1,0
329,329,2021-01-09 16:23:00,2,Estimate,"Simone, Nina",0,341.015328848988,1,1
330,330,2021-01-09 16:45:00,2,Customer Invoice,"Simone, Nina",1,390.78375843383753,0,0
331,331,2021-01-09 16:45:00,2,Customer Invoice,"Cyrus, Mylie",1,597.9450219553687,0,0
332,332,2021-01-09 16:53:00,2,Estimate,"Portwood, Dom",0,1067.5599178810064,1,1
333,333,2021-01-09 16:54:00,2,Customer Invoice,"Cyrus, Mylie",1,99.34555964379518,0,0
334,334,2021-01-09 17:02:00,2,Customer Invoice,"Portwood, Dom",1,643.2587120076903,0,0
335,335,2021-01-09 18:26:00,2,Customer Invoice,"Bateman, Patrick",1,839.455446999816,0,0
336,336,2021-01-10 9:38:00,3,Customer Invoice,"Incandenza, Hal",1,525.6761783544755,0,0
337,337,2021-01-10 9:48:00,3,Customer Invoice,"Incandenza, Hal",1,450.5573861854891,0,0
338,338,2021-01-10 11:00:00,3,Estimate,"Lumbergh, Bill",0,1328.726731592539,1,0
339,339,2021-01-10 11:19:00,3,Estimate,"Bolton, Michael",0,2445.424536727404,1,1
340,340,2021-01-10 12:11:00,3,Estimate,"Lumbergh, Bill",0,6717.292655184047,1,0
341,341,2021-01-10 13:47:00,3,Estimate,"Lumbergh, Bill",0,984.217637229076,1,1
342,342,2021-01-10 14:07:00,3,Customer Invoice,"Cyrus, Mylie",1,1110.5891079078672,0,0
343,343,2021-01-10 14:17:00,3,Estimate,"Lumbergh, Bill",0,280.3648152549084,1,1
344,344,2021-01-10 14:27:00,3,Customer Invoice,"Lumbergh, Bill",1,273.64665796869457,0,0
345,345,2021-01-10 15:22:00,3,Estimate,"Lumbergh, Bill",0,773.1188150183297,1,1
346,346,2021-01-10 15:22:00,3,Customer Invoice,"Lumbergh, Bill",1,728.6863302705771,0,0
347,347,2021-01-10 15:26:00,3,Estimate,"Lumbergh, Bill",0,2825.7422124279665,1,0
348,348,2021-01-10 15:49:00,3,Customer Invoice,"Cyrus, Mylie",1,2752.167595272771,0,0
349,349,2021-01-10 15:59:00,3,Customer Invoice,"Bolton, Michael",1,2127.179804245269,0,0
350,350,2021-01-11 9:32:00,3,Customer Invoice,"Cyrus, Mylie",1,2966.2481722859247,0,0
351,351,2021-01-11 9:48:00,3,Estimate,"Bateman, Patrick",0,906.3516021671222,1,1
352,352,2021-01-11 9:51:00,3,Customer Invoice,"Cyrus, Mylie",1,2335.181184211816,0,0
353,353,2021-01-11 9:59:00,3,Customer Invoice,"Lumbergh, Bill",1,968.6366320562365,0,0
354,354,2021-01-11 10:20:00,3,Customer Invoice,"Lumbergh, Bill",1,5886.254993679176,0,0
355,355,2021-01-11 10:45:00,3,Estimate,"Bateman, Patrick",0,850.8859646928164,1,1
356,356,2021-01-11 11:29:00,3,Customer Invoice,"Germanotta, Stefani",1,73.77203179672013,0,0
357,357,2021-01-11 11:47:00,3,Estimate,"Bateman, Patrick",0,2662.9707743449544,1,0
358,358,2021-01-11 11:51:00,3,Customer Invoice,"Bateman, Patrick",1,2530.7531651463814,0,0
359,359,2021-01-11 12:11:00,3,Estimate,"Lumbergh, Bill",0,10085.417561473067,1,1
360,360,2021-01-11 12:11:00,3,Customer Invoice,"Germanotta, Stefani",1,574.2156460810677,0,0
361,361,2021-01-11 12:11:00,3,Customer Invoice,"Lumbergh, Bill",1,11454.582701760748,0,0
362,362,2021-01-11 12:16:00,3,Estimate,"Bateman, Patrick",0,1343.0418141792538,1,0
363,363,2021-01-11 12:26:00,3,Customer Invoice,"Bateman, Patrick",1,936.8986052759823,0,0
364,364,2021-01-11 12:32:00,3,Estimate,"Germanotta, Stefani",0,363.9891093856512,1,0
365,365,2021-01-11 12:52:00,3,Customer Invoice,"Germanotta, Stefani",1,125.26144611097318,0,0
366,366,2021-01-11 13:11:00,3,Customer Invoice,"Bateman, Patrick",1,668.6024902384268,0,0
367,367,2021-01-11 13:15:00,3,Customer Invoice,"Bateman, Patrick",1,131.98431939279226,0,0
368,368,2021-01-11 13:21:00,3,Estimate,"Bolton, Michael",0,7549.187323631095,1,1
369,369,2021-01-11 13:59:00,3,Estimate,"Lumbergh, Bill",0,1889.3734595985084,1,0
370,370,2021-01-11 14:03:00,3,Estimate,"Bolton, Michael",0,215.29960101891314,1,1
371,371,2021-01-11 14:03:00,3,Customer Invoice,"Bolton, Michael",1,173.23130701144584,0,0
372,372,2021-01-11 14:09:00,3,Customer Invoice,"Incandenza, Hal",1,88.2083909483128,0,0
373,373,2021-01-11 14:20:00,3,Estimate,"Lumbergh, Bill",0,503.16447420174086,1,1
374,374,2021-01-11 14:21:00,3,Customer Invoice,"Lumbergh, Bill",1,604.944374832445,0,0
375,375,2021-01-11 14:22:00,3,Customer Invoice,"Cyrus, Mylie",1,1178.0367114734104,0,0
376,376,2021-01-11 14:51:00,3,Estimate,"Cyrus, Mylie",0,904.6469358760528,1,1
377,377,2021-01-11 14:57:00,3,Estimate,"Lumbergh, Bill",0,23245.249535019677,1,0
378,378,2021-01-11 15:00:00,3,Estimate,"Bateman, Patrick",0,1557.1272125495304,1,0
379,379,2021-01-11 15:01:00,3,Estimate,"Simone, Nina",0,3618.7124972711254,1,0
380,380,2021-01-11 15:07:00,3,Estimate,"Germanotta, Stefani",0,4131.2098097400285,1,0
381,381,2021-01-11 15:38:00,3,Estimate,"Germanotta, Stefani",0,636.2084982211499,1,0
382,382,2021-01-11 16:09:00,3,Estimate,"Germanotta, Stefani",0,320.4118942124568,1,0
383,383,2021-01-11 16:12:00,3,Customer Invoice,"Bateman, Patrick",1,1055.6776758699666,0,0
384,384,2021-01-11 16:19:00,3,Customer Invoice,"Cyrus, Mylie",1,576.2746629931785,0,0
385,385,2021-01-11 16:37:00,3,Customer Invoice,"Bolton, Michael",1,2392.6761445338448,0,0
386,386,2021-01-11 16:58:00,3,Customer Invoice,"Cyrus, Mylie",1,5991.1010204783925,0,0
387,387,2021-01-12 9:53:00,3,Estimate,"Bateman, Patrick",0,697.0914406481595,1,1
388,388,2021-01-12 10:25:00,3,Customer Invoice,"Germanotta, Stefani",1,296.39681974229586,0,0
389,389,2021-01-12 10:41:00,3,Estimate,"Germanotta, Stefani",0,8324.344294902388,1,0
390,390,2021-01-12 10:43:00,3,Estimate,"Bolton, Michael",0,484.3120691010695,1,1
391,391,2021-01-12 10:47:00,3,Estimate,"Germanotta, Stefani",0,53.412106769070064,1,0
392,392,2021-01-12 10:54:00,3,Customer Invoice,"Bolton, Michael",1,307.7063626192596,0,0
393,393,2021-01-12 11:06:00,3,Estimate,"Cyrus, Mylie",0,2709.5572945927606,1,0
394,394,2021-01-12 11:17:00,3,Customer Invoice,"Incandenza, Hal",1,241.92220635582854,0,0
395,395,2021-01-12 12:01:00,3,Estimate,"Germanotta, Stefani",0,115.8387667361061,1,0
396,396,2021-01-12 12:03:00,3,Estimate,"Bateman, Patrick",0,1001.5608107111127,1,0
397,397,2021-01-12 12:09:00,3,Estimate,"Germanotta, Stefani",0,1328.6900739540545,1,1
398,398,2021-01-12 12:21:00,3,Customer Invoice,"Portwood, Dom",1,281.032653097415,0,0
399,399,2021-01-12 12:30:00,3,Estimate,"Simone, Nina",0,161.56984039688183,1,1
400,400,2021-01-12 12:31:00,3,Customer Invoice,"Simone, Nina",1,158.776576788586,0,0
401,401,2021-01-12 12:42:00,3,Estimate,"Germanotta, Stefani",0,480.74800932960204,1,0
402,402,2021-01-12 13:13:00,3,Estimate,"Bolton, Michael",0,651.461758548867,1,1
403,403,2021-01-12 13:34:00,3,Estimate,"Germanotta, Stefani",0,434.2980845991095,1,1
404,404,2021-01-12 13:36:00,3,Customer Invoice,"Bolton, Michael",1,557.0322135754014,0,0
405,405,2021-01-12 13:38:00,3,Customer Invoice,"Cyrus, Mylie",1,1106.7100598096422,0,0
406,406,2021-01-12 13:39:00,3,Estimate,"Germanotta, Stefani",0,355.69486605402074,1,0
407,407,2021-01-12 13:54:00,3,Estimate,"Cyrus, Mylie",0,1733.089346941524,1,1
408,408,2021-01-12 14:04:00,3,Customer Invoice,"Cyrus, Mylie",1,330.7947502630697,0,0
409,409,2021-01-12 14:12:00,3,Customer Invoice,"Incandenza, Hal",1,789.234625196978,0,0
410,410,2021-01-12 14:17:00,3,Customer Invoice,"Germanotta, Stefani",1,144.78218201957972,0,0
411,411,2021-01-12 14:26:00,3,Estimate,"Germanotta, Stefani",0,1196.0407476129708,1,1
412,412,2021-01-12 14:28:00,3,Customer Invoice,"Bateman, Patrick",1,703.4270300730649,0,0
413,413,2021-01-12 14:32:00,3,Customer Invoice,"Bolton, Michael",1,582.7547795874449,0,0
414,414,2021-01-12 14:36:00,3,Customer Invoice,"Bolton, Michael",1,3457.8779528606824,0,0
415,415,2021-01-12 15:03:00,3,Estimate,"Lumbergh, Bill",0,2360.4697459299296,1,1
416,416,2021-01-12 15:09:00,3,Estimate,"Germanotta, Stefani",0,585.850926175813,1,1
417,417,2021-01-12 15:31:00,3,Customer Invoice,"Germanotta, Stefani",1,2824.595985523989,0,0
418,418,2021-01-12 15:37:00,3,Estimate,"Simone, Nina",0,2234.214073375167,1,0
419,419,2021-01-12 15:43:00,3,Estimate,"Germanotta, Stefani",0,25408.211451591887,1,0
420,420,2021-01-12 16:05:00,3,Estimate,"Germanotta, Stefani",0,6443.466356884683,1,0
421,421,2021-01-12 16:47:00,3,Estimate,"Germanotta, Stefani",0,792.5061030720079,1,0
422,422,2021-01-12 17:17:00,3,Customer Invoice,"Incandenza, Hal",1,267.4071240331514,0,0
423,423,2021-01-12 17:20:00,3,Customer Invoice,"Bateman, Patrick",1,352.98338004043404,0,0
424,424,2021-01-12 17:31:00,3,Customer Invoice,"Bateman, Patrick",1,548.1733244645708,0,0
425,425,2021-01-12 18:16:00,3,Customer Invoice,"Incandenza, Hal",1,139.3246596026083,0,0
426,426,2021-01-12 9:45:00,3,Estimate,"Bateman, Patrick",0,448.04335421852886,1,1
427,427,2021-01-12 9:57:00,3,Customer Invoice,"Germanotta, Stefani",1,740.2660020588289,0,0
428,428,2021-01-13 8:56:00,3,Customer Invoice,"Bateman, Patrick",1,3429.178689939459,0,0
429,429,2021-01-13 9:19:00,3,Estimate,"Portwood, Dom",0,862.2954641001626,1,0
430,430,2021-01-13 9:32:00,3,Customer Invoice,"Germanotta, Stefani",1,1032.1355080498847,0,0
431,431,2021-01-13 9:32:00,3,Customer Invoice,"Incandenza, Hal",1,630.8426925177007,0,0
432,432,2021-01-13 9:35:00,3,Customer Invoice,"Incandenza, Hal",1,183.45809769576712,0,0
433,433,2021-01-13 9:35:00,3,Customer Invoice,"Germanotta, Stefani",1,862.5983813163161,0,0
434,434,2021-01-13 9:38:00,3,Customer Invoice,"Cyrus, Mylie",1,1202.2071359535553,0,0
435,435,2021-01-13 9:39:00,3,Customer Invoice,"Bateman, Patrick",1,872.9826620302679,0,0
436,436,2021-01-13 9:47:00,3,Estimate,"Bolton, Michael",0,403.7011228041274,1,1
437,437,2021-01-13 9:59:00,3,Estimate,"Portwood, Dom",0,1831.1852206628598,1,0
438,438,2021-01-13 10:00:00,3,Customer Invoice,"Bolton, Michael",1,476.2694998731171,0,0
439,439,2021-01-13 10:14:00,3,Estimate,"Portwood, Dom",0,407.3529983007793,1,0
440,440,2021-01-13 10:30:00,3,Estimate,"Portwood, Dom",0,2843.8434657873386,1,1
441,441,2021-01-13 10:35:00,3,Customer Invoice,"Incandenza, Hal",1,375.38451316469116,0,0
442,442,2021-01-13 11:27:00,3,Estimate,"Lumbergh, Bill",0,4637.610542311562,1,0
443,443,2021-01-13 11:42:00,3,Estimate,"Germanotta, Stefani",0,408.0484796946436,1,1
444,444,2021-01-13 11:43:00,3,Estimate,"Bolton, Michael",0,1031.9179101106465,1,0
445,445,2021-01-13 12:19:00,3,Estimate,"Incandenza, Hal",0,2848.3909017823457,1,0
446,446,2021-01-13 12:28:00,3,Customer Invoice,"Cyrus, Mylie",1,769.5123496328962,0,0
447,447,2021-01-13 12:46:00,3,Estimate,"Cyrus, Mylie",0,178.40374156194954,1,0
448,448,2021-01-13 14:05:00,3,Estimate,"Bolton, Michael",0,290.633777228943,1,1
449,449,2021-01-13 14:05:00,3,Customer Invoice,"Bolton, Michael",1,230.4804626937789,0,0
450,450,2021-01-13 14:24:00,3,Estimate,"Germanotta, Stefani",0,208.0628511198619,1,1
451,451,2021-01-13 14:32:00,3,Estimate,"Portwood, Dom",0,11132.584783263981,1,0
452,452,2021-01-13 14:43:00,3,Customer Invoice,"Germanotta, Stefani",1,249.64287372029824,0,0
453,453,2021-01-13 14:47:00,3,Customer Invoice,"Germanotta, Stefani",1,181.3609432458743,0,0
454,454,2021-01-13 14:49:00,3,Estimate,"Germanotta, Stefani",0,2084.1453662531,1,1
455,455,2021-01-13 14:53:00,3,Customer Invoice,"Germanotta, Stefani",1,2380.8809810988837,0,0
456,456,2021-01-13 15:12:00,3,Estimate,"Germanotta, Stefani",0,5638.50467742635,1,1
457,457,2021-01-13 15:21:00,3,Customer Invoice,"Germanotta, Stefani",1,5506.667242312196,0,0
458,458,2021-01-13 15:24:00,3,Estimate,"Lumbergh, Bill",0,1055.394925547415,1,1
459,459,2021-01-13 15:35:00,3,Estimate,"Portwood, Dom",0,128.32904182583226,1,1
460,460,2021-01-13 15:38:00,3,Estimate,"Germanotta, Stefani",0,1114.6151350548253,1,1
461,461,2021-01-13 15:59:00,3,Estimate,"Portwood, Dom",0,2225.467719406134,1,1
462,462,2021-01-13 16:15:00,3,Estimate,"Germanotta, Stefani",0,838.3800716600335,1,1
463,463,2021-01-13 16:16:00,3,Customer Invoice,"Lumbergh, Bill",1,998.6573975078195,0,0
464,464,2021-01-13 16:57:00,3,Customer Invoice,"Portwood, Dom",1,1939.1156433974024,0,0
465,465,2021-01-13 17:04:00,3,Estimate,"Germanotta, Stefani",0,5630.962803667447,1,0
466,466,2021-01-13 17:44:00,3,Estimate,"Portwood, Dom",0,2287.50747509833,1,0
467,467,2021-01-13 17:53:00,3,Customer Invoice,"Incandenza, Hal",1,272.1434331692508,0,0
468,468,2021-01-13 20:00:00,3,Customer Invoice,"Bateman, Patrick",1,5537.873839828049,0,0
469,469,2021-01-13 22:46:00,3,Customer Invoice,"Cyrus, Mylie",1,798.9754017581582,0,0
470,470,2021-01-14 9:03:00,3,Customer Invoice,"Bateman, Patrick",1,794.9319211568603,0,0
471,471,2021-01-14 9:14:00,3,Estimate,"Portwood, Dom",0,2300.740310013367,1,1
472,472,2021-01-14 9:20:00,3,Customer Invoice,"Incandenza, Hal",1,291.2656742501754,0,0
473,473,2021-01-14 9:31:00,3,Customer Invoice,"Incandenza, Hal",1,715.6719846815241,0,0
474,474,2021-01-14 9:43:00,3,Customer Invoice,"Incandenza, Hal",1,281.28203577591523,0,0
475,475,2021-01-14 9:52:00,3,Estimate,"Portwood, Dom",0,111.33342086292988,1,1
476,476,2021-01-14 10:03:00,3,Estimate,"Bolton, Michael",0,1897.3959713601184,1,1
477,477,2021-01-14 10:42:00,3,Estimate,"Simone, Nina",0,2034.0066909137547,1,0
478,478,2021-01-14 10:47:00,3,Estimate,"Simone, Nina",0,1755.1910509546651,1,1
479,479,2021-01-14 10:50:00,3,Customer Invoice,"Simone, Nina",1,1764.5182687724373,0,0
480,480,2021-01-14 11:14:00,3,Estimate,"Germanotta, Stefani",0,11215.202276091819,1,0
481,481,2021-01-14 11:24:00,3,Estimate,"Simone, Nina",0,304.33592621645016,1,1
482,482,2021-01-14 11:25:00,3,Customer Invoice,"Simone, Nina",1,276.32975766654835,0,0
483,483,2021-01-14 11:29:00,3,Customer Invoice,"Cyrus, Mylie",1,166.74315450995329,0,0
484,484,2021-01-14 11:45:00,3,Estimate,"Portwood, Dom",0,34.19262913831424,1,0
485,485,2021-01-14 12:13:00,3,Customer Invoice,"Bolton, Michael",1,2203.3127742551396,0,0
486,486,2021-01-14 12:18:00,3,Customer Invoice,"Incandenza, Hal",1,523.0572359416365,0,0
487,487,2021-01-14 12:26:00,3,Estimate,"Portwood, Dom",0,4363.816974500112,1,0
488,488,2021-01-14 12:30:00,3,Estimate,"Bolton, Michael",0,12.289567128635202,1,1
489,489,2021-01-14 12:30:00,3,Customer Invoice,"Bolton, Michael",1,12.139192960856018,0,0
490,490,2021-01-14 12:52:00,3,Customer Invoice,"Incandenza, Hal",1,556.2880772832114,0,0
491,491,2021-01-14 13:04:00,3,Customer Invoice,"Portwood, Dom",1,118.44004749755703,0,0
492,492,2021-01-14 13:12:00,3,Estimate,"Bateman, Patrick",0,2913.6652385894236,1,0
493,493,2021-01-14 13:31:00,3,Estimate,"Bolton, Michael",0,466.0691160842504,1,1
494,494,2021-01-14 13:33:00,3,Customer Invoice,"Bolton, Michael",1,588.1812785044273,0,0
495,495,2021-01-14 13:51:00,3,Customer Invoice,"Bateman, Patrick",1,572.990141330134,0,0
496,496,2021-01-14 13:57:00,3,Customer Invoice,"Bateman, Patrick",1,1158.5927545102736,0,0
497,497,2021-01-14 13:59:00,3,Customer Invoice,"Bateman, Patrick",1,543.7152097311059,0,0
498,498,2021-01-14 14:15:00,3,Customer Invoice,"Germanotta, Stefani",1,971.9854721745218,0,0
499,499,2021-01-14 14:15:00,3,Estimate,"Bolton, Michael",0,88.75919413799076,1,1
500,500,2021-01-14 14:16:00,3,Customer Invoice,"Bolton, Michael",1,91.87655185963797,0,0
501,501,2021-01-14 14:18:00,3,Customer Invoice,"Cyrus, Mylie",1,808.4598263294924,0,0
502,502,2021-01-14 14:26:00,3,Estimate,"Germanotta, Stefani",0,3672.7546993446117,1,1
503,503,2021-01-14 14:28:00,3,Customer Invoice,"Germanotta, Stefani",1,4211.989573639021,0,0
504,504,2021-01-14 14:29:00,3,Customer Invoice,"Incandenza, Hal",1,429.86852121238803,0,0
505,505,2021-01-14 14:32:00,3,Customer Invoice,"Incandenza, Hal",1,448.77490205159194,0,0
506,506,2021-01-14 14:33:00,3,Estimate,"Germanotta, Stefani",0,1635.68165271613,1,1
507,507,2021-01-14 14:37:00,3,Customer Invoice,"Cyrus, Mylie",1,1494.342848545883,0,0
508,508,2021-01-14 14:41:00,3,Customer Invoice,"Incandenza, Hal",1,586.5299235625248,0,0
509,509,2021-01-14 14:47:00,3,Estimate,"Germanotta, Stefani",0,592.5504381807733,1,1
510,510,2021-01-14 14:48:00,3,Customer Invoice,"Germanotta, Stefani",1,599.5076311693615,0,0
511,511,2021-01-14 14:48:00,3,Customer Invoice,"Cyrus, Mylie",1,1525.1960344973959,0,0
512,512,2021-01-14 15:15:00,3,Customer Invoice,"Portwood, Dom",1,117.2756848130496,0,0
513,513,2021-01-14 15:24:00,3,Customer Invoice,"Incandenza, Hal",1,215.9638089688465,0,0
514,514,2021-01-14 15:36:00,3,Estimate,"Germanotta, Stefani",0,11427.816360536684,1,0
515,515,2021-01-14 16:04:00,3,Estimate,"Germanotta, Stefani",0,666.806378859468,1,1
516,516,2021-01-14 16:05:00,3,Customer Invoice,"Germanotta, Stefani",1,556.498039063926,0,0
517,517,2021-01-14 16:33:00,3,Estimate,"Germanotta, Stefani",0,940.4617825730948,1,1
518,518,2021-01-14 16:46:00,3,Customer Invoice,"Cyrus, Mylie",1,1117.2313208293324,0,0
519,519,2021-01-14 16:47:00,3,Estimate,"Simone, Nina",0,2083.2890173700916,1,1
520,520,2021-01-14 17:29:00,3,Customer Invoice,"Simone, Nina",1,2193.408912907187,0,0
521,521,2021-01-14 18:31:00,3,Customer Invoice,"Incandenza, Hal",1,633.1109674373012,0,0
522,522,2021-01-14 18:37:00,3,Customer Invoice,"Incandenza, Hal",1,194.55904402025254,0,0
523,523,2021-01-15 14:54:00,3,Estimate,"Germanotta, Stefani",0,22053.696975297735,1,0
524,524,2021-01-15 9:12:00,3,Estimate,"Cyrus, Mylie",0,152.03266149464227,1,1
525,525,2021-01-15 9:22:00,3,Customer Invoice,"Lumbergh, Bill",1,273.77819299467825,0,0
526,526,2021-01-15 9:37:00,3,Estimate,"Lumbergh, Bill",0,643.5255948820092,1,1
527,527,2021-01-15 9:39:00,3,Customer Invoice,"Lumbergh, Bill",1,668.8394610307507,0,0
